Action ID,Package ID,Package Decription,Package Groups,Strategy ID,Strategy,ID,Asset Name,Interval,Interval Units,Recommended Resource,Shutdown Required,Reference Column,Job Plan ID,Action Name,Plan Description,MyPlant Document Number,Oracle Activity,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Chemical Injection Pump Package,Cooroo Plant - Export - Chemical Injection Pump Package,5200 - Cooroo Plant,COR EXP 5200-P-004,,,5200-P-004,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Booster Pump Package,Cooroo Plant - Export - Booster Pump Package,5200 - Cooroo Plant,COR EXP 5200-PX-002,,,5200-PX-002,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Booster Pump Package,Cooroo Plant - Export - Booster Pump Package,5200 - Cooroo Plant,COR EXP 5200-RO-0035,,,5200-RO-0035,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Booster Pump Package,Cooroo Plant - Export - Booster Pump Package,5200 - Cooroo Plant,COR EXP 5200-PI-5286,,,5200-PI-5286,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Booster Pump Package,Cooroo Plant - Export - Booster Pump Package,5200 - Cooroo Plant,COR EXP 5200-P-002,,,5200-P-002,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Booster Pump Package,Cooroo Plant - Export - Booster Pump Package,5200 - Cooroo Plant,COR EXP 5200-EM-002,,,5200-EM-002,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Shipping Pump Package,Cooroo Plant - Export - Shipping Pump Package,5200 - Cooroo Plant,COR EXP 5200-VSD-001,,,5200-VSD-001,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Shipping Pump Package,Cooroo Plant - Export - Shipping Pump Package,5200 - Cooroo Plant,COR EXP 5200-PX-001-BND,,,5200-PX-001-BND,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-PUMP_A01,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-V-002,,,5200-V-002,,,,,,Run To Failure-PUMP,Run To Failure-PUMP,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Trunkline (Cooroo to Jackson),Cooroo Plant - Export - Trunkline (Cooroo to Jackson),5200 - Cooroo Plant,COR EXP 5200-TL-JKN,,,5200-TL-JKN,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-TIT-5260,,,5200-TIT-5260,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Metering Skid,Cooroo Plant - Export - Metering Skid,5200 - Cooroo Plant,COR EXP 5200-FE-5268,,,5200-FE-5268,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Metering Skid,Cooroo Plant - Export - Metering Skid,5200 - Cooroo Plant,COR EXP 5200-FIT-5268,,,5200-FIT-5268,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Metering Skid,Cooroo Plant - Export - Metering Skid,5200 - Cooroo Plant,COR EXP 5200-FE-5267,,,5200-FE-5267,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Metering Skid,Cooroo Plant - Export - Metering Skid,5200 - Cooroo Plant,COR EXP 5200-FIT-5267,,,5200-FIT-5267,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PIT-5272,,,5200-PIT-5272,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PI-5259,,,5200-PI-5259,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PG-5210,,,5200-PG-5210,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-SP73-001,,,5200-SP73-001,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PI-5210-2,,,5200-PI-5210-2,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-F-001,,,5200-F-001,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),5200 - Cooroo Plant,COR EXP 4100-PG-002,,,4100-PG-002,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),5200 - Cooroo Plant,COR EXP 4100-PI-0019,,,4100-PI-0019,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),5200 - Cooroo Plant,COR EXP 4100-PG-002-BND,,,4100-PG-002-BND,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-PSLL-0045,,,5200-PSLL-0045,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Parent Maintenance_A02,Cooroo Plant - Export - Shipping Pump Package,Cooroo Plant - Export - Shipping Pump Package,5200 - Cooroo Plant,COR EXP 5200-PX-001,,,5200-PX-001,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Integrity_A01,Cooroo Plant - Export - Metering Skid,Cooroo Plant - Export - Metering Skid,5200 - Cooroo Plant,COR EXP 5200-PSV-5270,,,5200-PSV-5270,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PT-0052,,,5200-PT-0052,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-HS-0039,,,5200-HS-0039,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Integrity_A01,Cooroo Plant - Export - Crude Oil Shipping Pump Package,Cooroo Plant - Export - Crude Oil Shipping Pump Package,5200 - Cooroo Plant,COR EXP 5200-V-004,,,5200-V-004,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Chemical Injection Pump Package,Cooroo Plant - Export - Chemical Injection Pump Package,5200 - Cooroo Plant,COR EXP 5200-LG-5288,,,5200-LG-5288,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Integrity_A01,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-V-001,,,5200-V-001,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Chemical Injection Pump Package,Cooroo Plant - Export - Chemical Injection Pump Package,5200 - Cooroo Plant,COR EXP 5200-PSV-5213,,,5200-PSV-5213,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Integrity_A01,Cooroo Plant - Export - Crude Oil Shipping Pump Package,Cooroo Plant - Export - Crude Oil Shipping Pump Package,5200 - Cooroo Plant,COR EXP 5200-V-003,,,5200-V-003,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Parent Asset - Maintenance covered by children_A03,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-SAT-EXP-REV,,,5200-SAT-EXP-REV,,,,,,Parent Asset - Maintenance covered by children,Parent Asset - Maintenance covered by children,Parent Asset,Parent Asset,Parent Asset,
Managed by Integrity_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PSV-5264,,,5200-PSV-5264,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Parent Asset - Maintenance covered by children_A03,Cooroo Plant - Export - Metering Skid,Cooroo Plant - Export - Metering Skid,5200 - Cooroo Plant,COR EXP 5200-SAT-EXP-MET,,,5200-SAT-EXP-MET,,,,,,Parent Asset - Maintenance covered by children,Parent Asset - Maintenance covered by children,Parent Asset,Parent Asset,Parent Asset,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-PSLL-0044,,,5200-PSLL-0044,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),Cooroo Plant - Export - Pig Launcher (Cooroo to Watson),5200 - Cooroo Plant,COR EXP 4100-PG-002-CO,,,4100-PG-002-CO,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Parent Maintenance_A02,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-P-001,,,5200-P-001,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-PI-5287,,,5200-PI-5287,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Chemical Injection Pump Package,Cooroo Plant - Export - Chemical Injection Pump Package,5200 - Cooroo Plant,COR EXP 5200-P-004-CO,,,5200-P-004-CO,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Managed by Integrity_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PSV-5263,,,5200-PSV-5263,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Cooroo Plant - Export - Control and Monitor,Cooroo Plant - Export - Control and Monitor,5200 - Cooroo Plant,COR EXP 5200-PSHH-5262,,,5200-PSHH-5262,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Export - Shipping Pump,Cooroo Plant - Export - Shipping Pump,5200 - Cooroo Plant,COR EXP 5200-P-001-CO,,,5200-P-001-CO,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Run To Failure-CONTROLLER_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-A6-CO-006-CO,,,5200-A6-CO-006-CO,,,,,,Run To Failure-CONTROLLER,Run To Failure-CONTROLLER,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XSV-5232,,,5200-XSV-5232,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XY-5232,,,5200-XY-5232,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XSV-5232-VABA-1,,,5200-XSV-5232-VABA-1,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XSV-5232-VAAC-2,,,5200-XSV-5232-VAAC-2,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XSV-5231,,,5200-XSV-5231,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XY-5231,,,5200-XY-5231,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XSV-5231-VABA-1,,,5200-XSV-5231-VABA-1,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-VALVE_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-XSV-5231-VAAC-2,,,5200-XSV-5231-VAAC-2,,,,,,Run To Failure-VALVE,Run To Failure-VALVE,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Control and Monitor,Cooroo Plant - Inlet Separation - Control and Monitor,5200 - Cooroo Plant,COR INL SEP 5200-LI-5286,,,5200-LI-5286,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-TI-5249,,,5200-TI-5249,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-TI-0029,,,5200-TI-0029,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-TI-0024,,,5200-TI-0024,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-TI-0022,,,5200-TI-0022,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-TI-0021,,,5200-TI-0021,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-PI-0026,,,5200-PI-0026,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-FIT-5200,,,5200-FIT-5200,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-FIT-0028,,,5200-FIT-0028,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Run To Failure-INSTRUMENT_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-CO-005-006,,,5200-CO-005-006,,,,,,Run To Failure-INSTRUMENT,Run To Failure-INSTRUMENT,RTF,RTF,RTF,
Managed by Parent Maintenance_A02,Cooroo Plant - Inlet Separation - Control and Monitor,Cooroo Plant - Inlet Separation - Control and Monitor,5200 - Cooroo Plant,COR INL SEP 5200-TK-011,,,5200-TK-011,,,,,,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,Managed by Parent Maintenance,
Managed by Integrity_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-PSV-5243,,,5200-PSV-5243,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Cooroo Plant - Inlet Separation - Control and Monitor,Cooroo Plant - Inlet Separation - Control and Monitor,5200 - Cooroo Plant,COR INL SEP 5200-LIT-5285,,,5200-LIT-5285,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
Managed by Integrity_A01,Cooroo Plant - Inlet Separation - Inlet Manifold,Cooroo Plant - Inlet Separation - Inlet Manifold,5200 - Cooroo Plant,COR INL SEP 5200-PSV-5244,,,5200-PSV-5244,,,,,,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,Managed by Integrity,
